question;a1;a2;a3;a4;ra;image;topic;marked
5) Der Abstand zwischen dem 50. und 51. Breitengrad Nord beträgt;A) 60 Bogensekunden;B) 60 NM;C) 60 km;D) 60 ML (statute miles);2;0;Das Koordinatensystem der Erde 1;
6) Der Abstand zwischen dem 10. und 11. Längengrad West beträgt am Äquator;A) 60 ML (statue miles);B) 60 km;C) 111 km;D) 111 NM;3;0;Das Koordinatensystem der Erde 1;
7) Großkreise im Gradnetzsystem der Erde sind;A) Alle Meridiane und der Äquator;B) alle Breitenkreise;C) alle Breitenkreise und der Äquator;D) nur die Meridiane;1;0;Das Koordinatensystem der Erde 1;
8) Die Anzahl der möglichen Großkreise (Orthodrome) auf der Erde;A) beträgt 360;B) beträgt 90;C) ist unendlich;D) beträgt 180;3;0;Das Koordinatensystem der Erde 1;
9) Welcher der nachfolgend genannten Kreisbögen hat seinen Mittelpunkt nicht im Erdmittelpunkt?;A) Orthodrome;B) Kleinkreis;C) Längenkreis;D) Äquator;2;0;Das Koordinatensystem der Erde 1;
10) Von der Erde aus gesehen durchläuft die Sonne in einer Stunde die Strecke zwischen Meridianen;A) 05 E und 10 W;B) 15 E und 05 W;C) 10 E und 10 W;D) 10 W und 05 E;1;0;Das Koordinatensystem der Erde 1;
11) Die geographische Breite eines Ortes ist;A) der Abstand in Graden vom Äquator;B) der Abstand in km von Greenwich;C) der Abstand in km zum Äquator;D) der Abstand in Graden von Greenwich;1;0;Das Koordinatensystem der Erde 1;
12) Der Null-Meridian wird noch bezeichnet mit;A) 0-Breitenkreis;B) 1.westlicher Meridian;C) Polmeridian;D) Greenwichmeridian;4;0;Das Koordinatensystem der Erde 1;
1) Der Abstand zwischen 2 Breitengraden ist;A) nur am Äquator ca. 111 NM;B) immer ca. 111 km;C) nur am Äquator ca. 111 km;D) immer ca. 111 NM;2;0;Das Koordinatensystem der Erde 2;
2) Durch welches System lässt sich auf der Erde eine Standortbestimmung durchführen?;A) Durch die Längenkreise;B) Durch das Gradsystem;C) Durch die Breitenkreise;D) Durch das Koordinatensystem;4;0;Das Koordinatensystem der Erde 2;
3) Was bezeichnet man als geographische Länge?;A) Den Abstand eines Ortes zum Nullmeridian;B) Den Abstand in Grad des Meridianes eines Ortes vom Nullmeridian;C) Den Abstand in Grad des Breitenkreises eines Ortes vom Äquator;D) Den Abstand eines Breitenkreises vom Äquator;2;0;Das Koordinatensystem der Erde 2;
4) Wie wird die geographische Breite eines Ortes angegeben?;A) Als Abstand des Ortes vom Pol angegeben in NM;B) Als Abstand des Ortes vom Pol angegeben in Bogengraden;C) Als Abstand des Ortes vom Äquator angegeben in Bogengraden;D) Als Abstand des Ortes vom Äquator angegeben in NM;3;0;Das Koordinatensystem der Erde 2;
5) Wie nennt man Großkreise, die durch den Nord- oder Südpol gehen?;A) Isothermen;B) Breitengrade;C) Meridiane;D) Latitude;3;0;Das Koordinatensystem der Erde 2;
6) Durch welchen Ort läuft der Nullmeridian?;A) Durch Washington;B) Durch die Ortsmitte von London;C) Kein festgelegter Ort;D) Durch die Sternwarte von Greenwich/England;4;0;Das Koordinatensystem der Erde 2;
7) Der Abstand zwischen zwei Breitengraden beträgt;A) 60.000 Fuß;B) 60 NM - 111,12 km;C) 60 Landmeilen;D) 60 km;2;0;Das Koordinatensystem der Erde 2;
8) Wo ist der Abstand von Längengrad zu Längengrad am größten und wie groß ist dieser Abstand?;A) Am Äquator - 111,12 km;B) An der Sternwarte von Greenwich - 111,12 km;C) An den Polen - 123,12 km;D) Am Äquator - 222,12 km;1;0;Das Koordinatensystem der Erde 2;
9) Bestimme den Nordpol nach der Breitengradeinteilung;A) 90 Grad N;B) - 0 Grad;C) - 90 Grad;D) + 0 Grad;1;0;Das Koordinatensystem der Erde 2;
10) Was sind Meridiane?;A) Breitengrade;B) Halbkreise vom Äquator zum Pol verlaufend;C) Halbkreise - parallel zum Äquator;D) Halbkreise von Pol zu Pol verlaufend;4;0;Das Koordinatensystem der Erde 2;
11) Bestimme den Äquator nach Breitengradeinteilung;A) + 90 Grad;B) 0 Grad;C) + 180 Grad;D) - 90 Grad;2;0;Das Koordinatensystem der Erde 2;
12) Was sind Breitengrade?;A) Halbkreise parallel zur Erdachse;B) Parallel zum Äquator verlaufende Kreise;C) Von Nord nach Süd laufende Kreise;D) Parallel zum Pol laufende Kreise;2;0;Das Koordinatensystem der Erde 2;
13) Nenne den Abstand zweier benachbarter Breitenkreise - z.B. 50°N und 51°N;A) 60 NM;B) 111 NM;C) 60 km;D) keine Antwort ist richtig;1;0;Das Koordinatensystem der Erde 2;
1) Die Faustformel für die Umrechnung von kt in km/h lautet;A) kt : 2 - 10%;B) kt x 2 + 10%;C) kt x 2 - 10 %;D) kt : 2 + 10%;3;0;Umrechnungen, Faustformeln 1;
2) Die Faustformel für die Umrechnung von km in NM lautet;A) (km : 2) + 10%;B) (Km x 2 ) -20%;C) (km : 2) - 10%;D) (km x 2) - 10%;1;0;Umrechnungen, Faustformeln 1;
3) Die Faustformel für die Umrechnung von m in ft lautet;A) m x 0,3;B) (m x 3) + 10%;C) (m : 10) x 3;D) (m x 3) : 10;2;0;Umrechnungen, Faustformeln 1;
4) 762 Meter entsprechen etwa;A) 25.000 ft;B) 2.500 ft;C) 2.900 ft;D) 232,3 ft;2;0;Umrechnungen, Faustformeln 1;
5) Die Faustformel für die Umrechnung von ft/min in m/sec lautet;A) ft/min + 200;B) ft/min x 200;C) ft/min : 200;D) ft/min ? 200;3;0;Umrechnungen, Faustformeln 1;
6) Wie viel km/h sind 30 Knoten? Ca.;A) 75;B) 111;C) 54;D) 93;3;0;Umrechnungen, Faustformeln 1;
7) Wie viel Fuß sind 100m? Ca.;A) 164 ft;B) 3280 ft;C) 330 ft;D) 33 ft;3;0;Umrechnungen, Faustformeln 1;
8) Wie viel km/h sind 6 m/s? Ca.;A) 21,2;B) 21,6;C) 20,6;D) 20,8;2;0;Umrechnungen, Faustformeln 1;
9) 25 NM entsprechen in km ca.;A) 12,5 km;B) 11,25;C) 55 km;D) 45 km;4;0;Umrechnungen, Faustformeln 1;
10) 1 Knoten entspricht;A) 1,6 km/h;B) 1,85 km/h;C) 1,6 km;D) 1,85 km;2;0;Umrechnungen, Faustformeln 1;
1) Die Faustformel für die Umrechnung km/h in m/s lautet;A) km/h : 4 - 10%;B) km/h x 4 - 10%;C) km/h x 4 + 10%;D) km/h : 4 + 10%;4;0;Umrechnungen, Faustformeln 2;
2) Die Faustformel für die Umrechnung von NM in km lautet:;A) NM x 2 + 10%;B) NM : 2 - 10%;C) NM x 2 - 10%;D) NM : 2 + 10%;3;0;Umrechnungen, Faustformeln 2;
3) Die Geschwindigkeit 55kt entspricht (nach Faustformel) ca.;A) 70 mph;B) 100 km/h;C) 25 m/s;D) 110 km/h;2;0;Umrechnungen, Faustformeln 2;
4) 80 km/h entsprechen ca.;A) 22 m/s;B) 36 m/s;C) 18 m/s;D) 44 m/s;1;0;Umrechnungen, Faustformeln 2;
5) 150 m entsprechen ca.;A) 495 ft;B) 55 ft;C) 405 ft;D) 600 ft;1;0;Umrechnungen, Faustformeln 2;
6) 16 m/s entsprechen ca.;A) 4,4 km/h;B) 70,4 km/h;C) 57,6 km/h;D) 2,6 km/h;3;0;Umrechnungen, Faustformeln 2;
7) 2.400 ft entsprechen ca.;A) 800 m;B) 720 m;C) 880 m;D) keine Lösung ist richtig;2;0;Umrechnungen, Faustformeln 2;
8) 30 NM sind nach der Faustformel;A) 28,3 km;B) 42,5 km;C) 54 km;D) 34,5 km;3;0;Umrechnungen, Faustformeln 2;
9) Die Faustformel für die Umrechnung von m/s in ft/min lautet;A) m/s x 200;B) m/s : 200 + 10;C) m/s x 200 +10;D) m/s : 200;1;0;Umrechnungen, Faustformeln 2;
10) Wie viel Meter entsprechen 5.500 ft? Ca.;A) 1.300 m;B) 1.500 m;C) 1.650 m;D) 1.800 m;3;0;Umrechnungen, Faustformeln 2;
11) Die Faustformel für die Umrechnung von m/s in km/h lautet;A) m/s : 4 +10%;B) m/s x 4 - 10%;C) m/s x 3 - 10%;D) m/s x 3 +10%;2;0;Umrechnungen, Faustformeln 2;
1) Welcher Gradzahl entspricht die Himmelsrichtung WNW?;A) 247,5°;B) 292,5°;C) 337,5°;D) 202,5°;2;0;Maßeinheiten;
2) Das Längenmaß der NM entspricht;A) einer Bogenminute auf dem Äquator oder auf einem Meridian;B) dem 40.000sten Teil des Erdumfangs;C) dem Abstand zwischen den Meridianen am Pol;D) dem Umfang des Polarkreises;1;0;Maßeinheiten;
3) Unter kt versteht man in der Luftfahrt;A) ML/h;B) NM/h;C) km/h;D) m/h;2;0;Maßeinheiten;
4) Richtungen in der Navigation drückt man;A) als Entfernung aus;B) als geographische Breite aus;C) im Winkelmaß aus;D) als Abweitung aus;3;0;Maßeinheiten;
5) 13 Uhr MEZ entspricht;A) 1200 UTC;B) 1400 UTC;C) 0100 UTC;D) 1100 UTC;1;0;Maßeinheiten;
6) Wie werden Richtungen in der Navigation angegeben?;A) In Winkelgraden;B) In km;C) In Breiten- und Längengraden;D) In NM;1;0;Maßeinheiten;
7) Was ist eine Seemeile?;A) 1 Breitenminute = 1,852 km;B) 1 Breitenminute = 1,891 km;C) 1 Breitenminute = 1,53 km;D) 1 Breitenminute = 1,608 km;1;0;Maßeinheiten;
8) Eine nautische Meile (NM) entspricht;A) dem mittleren Abstand zwischen 2 Längengraden;B) einer Bogenminute am Äquator;C) dem 360. Teil des Erdumfanges;D) einer Bogenminute am Pol gemessen auf dem Breitenkreis;2;0;Maßeinheiten;
9) Bei Positionsangaben wird immer;A) Breite und Länge mit dem Buchstaben B und L gekennzeichnet;B) zuerst die Länge und dann die Breite genannt;C) zuerst die Breite und dann die Länge genannt;D) keine Antwort ist richtig;3;0;Maßeinheiten;
1) Abbildung 34: Ausschnitt aus der ICAO-Karte 1:500 000: Bei 47°33\' N 10°44\' E;A) befindet sich eine Straßenbrücke über eine Autobahn;B) befindet sich ein Schloss;C) befindet sich eine Eisenbahnbrücke;D) befinden sich zwei Schlösser;4;34;ICAO-Karte, Bestimmungsaufgaben;
2) Abbildung 35: Ausschnitt aus der ICAO-Karte 1:500.000: Dein GPS zeigt die Koordinaten 47°25\'N 10°59\'E. Du befindest Dich;A) über dem höchste Berg Deutschlands;B) über einem Kloster neben einer Seilbahn;C) über einem Stausee;D) über einem Funkfeuer;1;35;ICAO-Karte, Bestimmungsaufgaben;
3) Abbildung 34: Ausschnitt aus der ICAO-Karte 1:500.000: Dein GPS zeigt die Koordinaten 47°03\'N 11°07\'E. Du befindest Dich;A) über dem höchsten Berg Deutschlands;B) über einem Schloss;C) über einem Gletscher;D) über einem Kloster;3;34;ICAO-Karte, Bestimmungsaufgaben;
4) Abbildung 35: Ausschnitt aus der ICAO-Karte 1:500 000: Welchen Ort beschreiben die Koordinaten 47°36\' N 11°04\' E?;A) Übersee;B) Oberammergau;C) Garmisch-Partenkirchen;D) Schliersee;2;35;ICAO-Karte, Bestimmungsaufgaben;
5) Abbildung 35: Ausschnitt aus der ICAO-Karte 1:500.000: Welcher Ort hat die Koordinaten 47°34\' N 10°13\' E?;A) Garmisch-Partenkirchen;B) Oberammergau;C) Bach/Lechtal;D) Immenstadt;4;35;ICAO-Karte, Bestimmungsaufgaben;
6) Abbildung 35: Ausschnitt aus der ICAO-Karte 1:500 000: Bestimme die Koordinaten von Füssen.;A) 47°45\' N 11°15\' E;B) 47°34\' N 10°42\' E;C) 48°25\' N 11°15\' E;D) 11°15\'E 48°25\' N;2;35;ICAO-Karte, Bestimmungsaufgaben;
7) Abbildung 35: Ausschnitt aus der ICAO-Karte 1:500.000: Welches ist der rwK vom Breitenberg (bei Füssen) nach Oberammergau?;A) 83 Grad;B) 91 Grad;C) 15 Grad;D) 42 Grad;1;35;ICAO-Karte, Bestimmungsaufgaben;
8) Abbildung 35: Ausschnitt aus der ICAO-Karte 1:500.000: Du fliegst vom Tegelberg einen Kurs von 180 Grad. Auf diesem Kurs überfliegst Du;A) den Plansee;B) Lechbruck;C) Tannheim;D) Oberau;1;35;ICAO-Karte, Bestimmungsaufgaben;
9) Abbildung 36: Ein Kreis mit einem innen liegenden H kennzeichnet auf der ICAO-Karte;A) einen Höhenmesspunkt;B) ein Segelfluggelände;C) einen Flugplatz;D) einen Hubschrauberlandeplatz;4;36;ICAO-Karte, Bestimmungsaufgaben;
10) Was beschreibt folgende Angabe in der ICAO-Karte: .2561;A) Höhenangabe in m;B) Höhenangabe in ft;C) Flugplatznummer;D) Hausnummer markanter Gebäude;2;0;ICAO-Karte, Bestimmungsaufgaben;
11) Abbildung 36: Ein Segelfluggelände ist auf der ICAO-Karte 1:500.000 eingezeichnet mit;A) einem Kreis mit stilisiertem Vogel;B) Fangfrage - Segelfluggelände sind nicht eingezeichnet;C) einen Kreis mit innen liegendem H;D) einen Kreis mit innen liegendem S;1;36;ICAO-Karte, Bestimmungsaufgaben;
12) In der ICAO-Karte 1:500 000 sind Orte mit Gleitschirm- und Hängegleiter Flugbetrieb;A) nicht eingezeichnet;B) teilweise eingezeichnet;C) grundsätzlich eingezeichnet;D) Keine Antwort ist richtig;2;0;ICAO-Karte, Bestimmungsaufgaben;
13) Abbildung 34: Ca. 3km nordöstlich von Pfronten - bei 47°37'N 10°36'E befindet sich;A) ein Schloss;B) eine Burg;C) ein Kloster;D) eine Ruine;4;34;ICAO-Karte, Bestimmungsaufgaben;
14) Abbildung 35: Abbildung: Ausschnitt aus der ICAO-Karte 1:500.000: Dein GPS zeigt die Koordinaten 47°09\' N 10°31\' E, Kurs 360°, Höhe 4200 m MSL, bei einem QNH von 1020 hPa. Eine Warnung Deines mit Luftrauminformationen hinterlegten GPS weist Dich darauf hin,;A) dass Einflug in die CTR Innsbruck unmittelbar bevorsteht, sofort Kurs ändern oder landen.;B) dass Einflug in kontrollierten Luftraum D unmittelbar bevorsteht, sofort landen.;C) dass bei Weiterflug auf gleicher Höhe Einflug in den kontrollierten Luftraum D unmittelbar bevorsteht. Kurs ändern oder auf unter 2100 m MSL sinken.;D) dass bei Weiterflug auf gleicher Höhe Einflug in kontrollierten Luftraum D unmittelbar bevorsteht. Sofort unter FL 125 sinken.;4;35;ICAO-Karte, Bestimmungsaufgaben;
1) Welche Projektionsart liegt der Luftfahrtkarte ICAO 1:500 000 zugrunde?;A) Lambertsche Schnittkegelprojektion;B) Mercatorprojektion;C) Zylinderprojektion;D) Gnomonische Projektion;1;0;ICAO-Karte, Begriffe, Maße;
2) Wie viel cm ergeben 105 km auf der Luftfahrtkarte ICAO 1:500.000?;A) 42 cm;B) 21 cm;C) 25 cm;D) 10,5 cm;2;0;ICAO-Karte, Begriffe, Maße;
3) Welcher Wert in einer Luftfahrtkarte ICAO 1:500.000 entspricht einer Flugstrecke von 220 km?;A) 110 cm;B) 11 cm;C) 44 cm;D) 40,4 cm;3;0;ICAO-Karte, Begriffe, Maße;
4) Wo entnimmt man aus der Luftfahrtkarte ICAO 1:500.000 den rechtweisenden Kurs für eine Flugstrecke? An einem;A) Längengrad in der Nähe des Standortes;B) Längengrad in der Nähe des Zielortes;C) beliebigen Längengrad zwischen dem Start- und Zielort;D) Längengrad etwa in der Mitte zwischen Start- und Zielort;4;0;ICAO-Karte, Begriffe, Maße;
5) Der aus einer Luftfahrtkarte ICAO 1:500.000 entnommene Kurs entspricht dem;A) rwK;B) mwK;C) KK;D) KSK;1;0;ICAO-Karte, Begriffe, Maße;
6) Die Entfernung zwischen zwei Flugplätzen auf der ICAO-Luftfahrtkarte 1:500. 000 beträgt 27cm. Dies entspricht ca.;A) 75 NM;B) 27 NM;C) 75 km;D) 70 km;1;0;ICAO-Karte, Begriffe, Maße;
7) Die ICAO-Karte 1:500.000 ist für praktische Navigationsaufgaben;A) nicht ausreichend, Winkel und Strecken werden umgerechnet;B) ausreichend winkeltreu, Strecken müssen umgerechnet werden;C) ausreichend winkel-, flächen- und streckentreu;D) ausreichend flächentreu, Winkel müssen umgerechnet werden;3;0;ICAO-Karte, Begriffe, Maße;
8) Die Höhenangabe von Berggipfeln erfolgt in der ICAO-Karte;A) in km;B) in ft;C) in m;D) in NM;2;0;ICAO-Karte, Begriffe, Maße;
1) Ein Magnetkompass zeigt:;A) nach Norden;B) zum geographischen Nordpol;C) zum magnetischen Nordpol;D) den Deklinationswinkel;3;0;Kompasse, Kurs, Höhenmessung;
2) Wie viel Grad beträgt der Gegenkurs zum Kompasskurs NNO?;A) 210 Grad;B) 221.5 Grad;C) 202,5 Grad;D) 200,5 Grad;3;0;Kompasse, Kurs, Höhenmessung;
3) Was ist rechtweisender Kurs?;A) Der Winkel zwischen der rechtweisenden Kurslinie und dem Wind;B) Der Winkel zwischen rechtweisender und missweisender Kurslinie;C) Der Winkel in Grad zwischen dem geographischen und dem magnetischen Meridian;D) Der Winkel in Grad zwischen dem Meridian und der eingezeichneten Kurslinie;4;0;Kompasse, Kurs, Höhenmessung;
4) Welche Gradeinteilung hat die Kompassrose?;A) 36 Grad;B) 360 Grad;C) 320 Grad;D) 180 Grad;2;0;Kompasse, Kurs, Höhenmessung;
5) Welche Fehlerursache ist bei Höhenmessern systembedingt?;A) Höhenmesser sind stark temperaturabhängig;B) Schwankungen, hervorgerufen von Hoch- und Tiefdruckgebieten beeinflussen die Höhenanzeige;C) Die Höhenanzeige ist stark abhängig von der Feuchtigkeit;D) keine Antwort ist richtig;2;0;Kompasse, Kurs, Höhenmessung;
6) Ein Magnetkompass zeigt am genauesten an;A) im horizontalen geraden beschleunigungsfreien Flug;B) im stationären Kurvenflug;C) in Turbulenzen;C) in Turbulenzen;1;0;Kompasse, Kurs, Höhenmessung;
7) Was zeigt ein Höhenmesser an, der auf QNH eingestellt ist?;A) Höhe über dem Startplatz;B) Luftdruck in Meereshöhe;C) Standard-Luftdruck;D) Höhe über MSL;4;0;Kompasse, Kurs, Höhenmessung;
8) Du hast den Höhenmesser am Start nach QFE Landeplatz eingestellt. Nach der Landung zeigt er;A) die Höhe über NN an;B) den QNH-Wert an;C) je nach Höhe unterschiedlich an;D) 0 an;4;0;Kompasse, Kurs, Höhenmessung;
9) Du willst einen Streckenflug durchführen. Den QNH-Wert kannst Du nicht erfahren. Was würdest Du tun?;A) Höhenmesser auf 1013.2 einstellen;B) Nicht starten;C) Höhenmesser auf Platzhöhe lt. Karte einstellen;D) Höhenmesser auf 0 stellen;3;0;Kompasse, Kurs, Höhenmessung;
10) Du fliegst mit Deinem Luftsportgerät in einem turbulenten Gebiet. Wie reagiert Dein Magnetkompass?;A) Der Kompass hat die ortsübliche Missweisung;B) Der Kompass hat durch Neigungs- und Fliehkraftfehler keine gleichbleibende Anzeige;C) Durch Dämpfung werden sämtliche Fehler beseitigt;D) Die sich ständig ändernde Varioanzeige beeinflusst den Kompass;2;0;Kompasse, Kurs, Höhenmessung;
11) Welche Höhenmesser-Einstellung ist oberhalb 5.000 ft MSL in der ganzen Luftfahrt vorgeschrieben?;A) Die Einstellung mit Bezug auf Flight-Level (Standarddruck 1013,25 hPa);B) Die Einstellung QNH mit Bezug auf MSL;C) Die Einstellung mit Bezug auf die Landeplatzhöhe (QFE);D) Für Gleitschirme und Drachen gibt es hierzu keine Vorschriften;1;0;Kompasse, Kurs, Höhenmessung;
12) Welche Höhenmesser-Einstellung musst Du auf Deinem Gerät wählen, um die Höhenangabe 5.000 in einem Luftraum einzuhalten?;A) Standarddruck 1013,25 hPa;B) QNH;C) GPS-Höhe;D) QFE;2;0;Kompasse, Kurs, Höhenmessung;
1) Aus einem Luftsportgerät ist normalerweise sehr schlecht zu unterscheiden;A) eine Bundesstraße von einer Autobahn;B) eine Bundesstraße von einer Landstraße;C) eine eingleisige Eisenbahn von einer zweigleisigen Eisenbahn;D) eine Eisenbahnunterführung von einer Eisenbahnüberführung;2;0;Terresrtische Navigation, GPS;
2) Du benötigst zur Navigation einen markanten Punkt. Welcher Vorschlag ist nicht geeignet?;A) See;B) Sendeturm;C) Kreuzung Eisenbahn-Bundesstraße;D) Hügelkette;4;0;Terresrtische;
3) Moderne GPS-Empfänger haben eine horizontale Positionsgenauigkeit von ca.;A) 200 m;B) 100 m;C) 5-10 m;D) 1-2 m;3;0;Terresrtische;
4) Um eine genaue Positionsangabe mit Höhenbestimmung zu ermöglichen, benötigt ein GPS-Empfänger die Signallaufzeiten von;A) einem Satelliten;B) zwei Satelliten;C) drei Satelliten;D) vier Satelliten;4;0;Terresrtische;
5) Dein GPS hat eine Funktion zur Ermittelung der Windrichtung während des Fluges. Wie funktioniert das?;A) Durch GPS-Messung der sich verändernden Geschwindigkeiten über Grund während eines oder mehrerer Vollkreise;B) Durch die Messung der sich verändernden Geschwindigkeiten gegenüber der Luft während eines oder mehrerer Vollkreise mittels Staudruck-Geschwindigkeitsmesser.;C) Automatisch, durch den integrierten Windrichtungsmesser, der auch im Geradeausflug zuverlässig die vorherrschende Windrichtung anzeigt.;D) Gar nicht, eine solche Funktion gibt es bei GPS-Geräten nicht.;1;0;Terresrtische;
6) Obwohl beide Geräte am Startplatz auf den gleichen Wert eingestellt worden sind, zeigt Dein barometrischer Höhenmesser am Vario nach vier Stunden Streckenflug eine Höhe von 2950 m an, Dein GPS-Höhenmesser 3030 m. Was ist der Grund?;A) Der Messfehler liegt am GPS, da die Höhenangaben aufgrund der Entfernung der Satelliten nicht genau sind.;B) Der Messfehler liegt am barometrischen Höhenmesser, während des Streckenfluges ist der Luftdruck gestiegen.;C) Beide Geräte messen den Luftdruck, daher muss eines fehlerhaft sein.;D) Beide Geräte messen die Höhe durch Satelliten-Ortung, daher muss eines fehlerhaft sein.;2;0;Terresrtische;
7) Der Kompass eines GPS-Gerätes ist ausgerichtet;A) nach magnetisch Nord;B) ins Erdinnere;C) auf das stärkste der empfangenen Satellitensignale;D) nach geografisch Nord;4;0;Terresrtische;
8) Der Kurs, den Du gegenüber der Kompassanzeige Nord Deines GPS fliegst ist;A) missweisend (mwK);B) abhängig von der Nähe zu magnetisch Nord;C) Magnetkompasskurs (MgK);D) rechtweisend (rwK);4;0;Terresrtische;
9) Der Kompass eines GPS kann die Himmelsrichtungen nicht anzeigen;A) in großen Höhen;B) wenn das Gerät an einem Ort stationär ist und nicht bewegt wird;C) wenn das Gerät bewegt wird;D) bei dichter Bewölkung;2;0;Terresrtische;
"10) Unter ""Bearing"" (BRG) versteht man";A) das gemeinsame Landebier nach erfolgreicher Ankunft am Ziel.;B) den geflogenen Kurs zwischen Startpunkt und aktueller Position.;C) eine Markierung europäischer Braunbären mit kleinsten GPS-Sendern.;D) den zu fliegenden Kurs zwischen aktueller Position und dem nächsten Wegpunkt oder dem Ziel.;4;0;Terresrtische;
11) Bei einem Streckenflug mit dem Gleitschirm zeigt Dein GPS eine Geschwindigkeit von 64 km/h an. Dies bedeutet:;A) 64 km/h gegenüber der umgebenden Luft;B) Geschwindigkeit über Grund, Du fliegst mit Gegenwind;C) Geschwindigkeit über Grund, Du fliegst mit Rückenwind;D) Keine Antwort ist richtig;3;0;Terresrtische;
12) Der vom GPS aufgezeichnete Weg eines Fluges wird bezeichnet als;A) Tracklog;B) Route;C) Bearing;D) Heading;1;0;Terresrtische;
1) Unter einem Kartenmaßstab versteht man;A) das Verhältnis Naturlänge Kartenlänge;B) das Verhältnis Kartenlänge Naturlänge;C) einen Maßstab aus Plastik oder Holz, der eigens zur Abmessung der Entfernungen in Landkarten konstruiert wurde;D) die Skala, die am Kartenrand abgebildet ist und an der man mittels Stechzirkel Entfernungen bestimmt;2;0;Kartenlehre;
2) Ein Flug führt von A nach C über B. Die Strecke A - B beträgt 6cm bzw. 15km, die Strecke B - C beträgt 4cm bzw. 10km. Um welchen Kartenmaßstab handelt es sich?;A) 1 : 300.000;B) 1 : 250.000;C) 1 : 400.000;D) 1 : 500.000;2;0;Kartenlehre;
3) Aus welchen Karten sind Höhenangaben für Streckenflugplanung am besten zu entnehmen?;A) Shell-Straßenatlas;B) Topographische Karte;C) ICAO-Luftfahrtkarte 1:500.000;D) Wanderkarten;2;0;Kartenlehre;
4) Du hast eine Karte 1:500 000. Wie viel cm ergeben 98 km auf der Karte?;A) 20,5 cm;B) 21,6 cm;C) 19,6 cm;D) 18,1 cm;3;0;Kartenlehre;
5) Welche Bedeutung hat es, wenn die Höhenlinien in einer topographischen Karte eng beieinander liegen?;A) Das Gelände ist hoch;B) Das Gelände steigt flach an;C) Es wird ein Flussbett dargestellt;D) Das Gelände steigt steil an;4;0;Kartenlehre;
6) 1 cm auf einer Karte 1:500.000 entspricht;A) 5 km;B) 50 m;C) 50 km;D) 500 m;1;0;Kartenlehre;
7) 12cm auf einer Karte 1:200.000 sind ca.;A) 129 NM;B) 13 NM;C) 240 NM;D) 258 NM;2;0;Kartenlehre;
8) Welche Karten benötigt man zur Streckenplanung?;A) Wanderkarten;B) Nur ICAO-Karten;C) Nur topographische Karten;D) ICAO-Luftfahrerkarte und topographische Karte;4;0;Kartenlehre;
